Country,Type,City,State,URL,Link,Name,Twitter,Facebook,Youtube,Instagram,Website,site,title,link,snippet
China,Consulate,Papeete,Frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,China Consulate to Frenchpolynesia in Papeete,nan,nan,nan,nan,http://papeete.china-consulate.gov.cn/,x.com,Professor Anne-Marie Brady FRSNZ (@Anne_MarieBrady) ...,https://x.com/anne_mariebrady,NZ plans to open a consulate in French Polynesia. all have consulates in Papeete. FM Peters and Pres Brotherson also discussed regional security ...
China,Consulate,Papeete,Frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,China Consulate to Frenchpolynesia in Papeete,nan,nan,nan,nan,http://papeete.china-consulate.gov.cn/,instagram.com,Tinalei Mahuta (@tinalei_tahiti) - Instagram,https://www.instagram.com/tinalei_tahiti/,Singer | Songwriter | Actress • From Tahiti to USA • @csufofficial theatre • tinaleimusic@gmail.com.
China,Consulate,Papeete,Frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,China Consulate to Frenchpolynesia in Papeete,nan,nan,nan,nan,http://papeete.china-consulate.gov.cn/,instagram.com,"Sujiro Seam | Polynésie française. Papeete, Teahupo'o, ...",https://www.instagram.com/sujiro1971/p/ChvM318BXmr/,"EU Ambassador to ASEAN, Sujiro Seam, paid the first courtesy call on HE Sarah Al Bakri Devadason, the new Permanent Representative of Malaysia to ASEAN."
China,Consulate,Papeete,Frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,https://www.embassypages.com/china-consulate-papeete-frenchpolynesia,China Consulate to Frenchpolynesia in Papeete,nan,nan,nan,nan,http://papeete.china-consulate.gov.cn/,facebook.com,"Long shot maybe, but has anyone played Pickle in Tahiti ...",https://www.facebook.com/groups/1340630926008388/posts/7152586464812776/,"Has anyone played Pickle in Tahiti who can provide me with information on places to play? I did some searching online, but came up dry."
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,An air route directly linking south China's Nanning with ...,https://www.facebook.com/ChinaEmbassyManila/videos/an-air-route-directly-linking-south-chinas-nanning-with-thailands-phuket-island-/802199395415416/,Chinese Embassy Manila. Jul 4󰞋󱟠. 󰟝. An air route directly linking south China's Nanning with Thailand's Phuket island opened on Monday.
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,China Eastern Airlines,https://www.facebook.com/photo.php?fbid=4239962739411053&id=171799996227368&set=a.518131901594174&locale=zh_TW,"... Chinese Consulate-General in Khon Kaen: visa. kk6@gmail.com Chinese Consulate-General in Songkhla, Phuket office: phuket_prchina@hotmail.com Source: http ..."
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,驻泰国使领馆全力处置普吉游船倾覆事故 中国 ...,https://www.facebook.com/permalink.php?story_fbid=1794289633951167&id=846555798724560&comment_tracking=%7B%22tn%22%3A%22O%22%7D&locale=es_LA,驻泰国使领馆全力处置普吉游船倾覆事故 中国驻泰国使馆高度重视7月5日普吉岛游船倾覆事故，使馆临时代办紧急向泰旅游体育部长提出交涉，要求泰方务必争分夺秒， ...
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,Royal Thai Consulate General NY | New York NY,https://www.facebook.com/p/Royal-Thai-Consulate-General-NY-100064709141267/,"This vibrant celebration of purity, culture, and community is not to be missed—whether you're in Phuket or anywhere in Thailand. Discover the story behind the ..."
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,instagram.com,The Chinese Embassy in Thailand held a grand ceremony ...,https://www.instagram.com/nbtworldnews/p/DAVBF4Puf2i/,The Chinese Embassy in Thailand held a grand ceremony on Tuesday at the Queen Sirikit National Convention Center to mark the 75th anniversary of the ...
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,Philippine Embassy in Thailand - ADVISORY ...,https://www.facebook.com/photo.php?fbid=844725857679988&id=100064277456294&set=a.459039172915327&locale=zh_HK,The Philippine Embassy in Bangkok announces its Consular and Assistance-to-Nationals (ATN) outreach mission for the Filipino community in Phuket Province and ...
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,Royal Thai Consulate General NY,https://www.facebook.com/100064709141267/photos/936811315152498/,"the Sawasdee website (www.thailand.go.th) serves as a reliable source of information about Thailand for those who are interested in travelling, ..."
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,Chinese Embassy Bangkok สถานเอกอัครราชทูตสาธารณรัฐ ...,https://www.facebook.com/permalink.php?story_fbid=1794289633951167&id=846555798724560,The working group sent by the Chinese Consulate General in Songkhla is making an overnight trip to Phuket. Tangdoaw NC and 44 others · 󰤥 45 · 󰤦 1 · 󰤧 10. Recent ...
China,Consulate,Phuket,Thailand,https://www.embassypages.com/china-consulate-phuket-thailand,https://www.embassypages.com/china-consulate-phuket-thailand,China Consulate to Thailand in Phuket,nan,nan,nan,nan,nan,facebook.com,Philippine Embassy in Thailand's post,https://www.facebook.com/PHinThailand/posts/787270000092241/?comment_id=358104243875967,"ADVISORY: CONSULAR AND ATN OUTREACH MISSION IN PHUKET PROVINCE, 23-24 MARCH 2024 Ref. No.: Advisory-BKPE-9-2024 The Philippine Embassy in ..."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,facebook.com,"China has provided a batch of cash... - People's Daily, China",https://www.facebook.com/story.php/?story_fbid=867091775462115&id=100064839002599,"Chinese aid of rice will arrive at Egypt's Port Said on March 28 and then be transported to the Strip through the Rafah crossing, according to the embassy."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,instagram.com,نَدىٰ عِصام | Nada Essam | About Sino-Egyptian cultural ...,https://www.instagram.com/nadaessam11/p/Cl9i290MW7b/?locale=my&hl=en,"About Sino-Egyptian cultural interaction with Chinese Embassy Our faculty , especially our department had the honour in tuesday (6 ..."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,facebook.com,CGTN - China's Ambassador of the Ministry of Foreign ...,https://www.facebook.com/photo.php?fbid=1065660134927458&id=100044504436603&set=a.398442271649251&locale=hy_AM,"China's Ambassador of the Ministry of Foreign Affairs Wang Kejian met this ... Port Said, Egypt on March 28. The Chinese rice will be shipped to Gaza ..."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,instagram.com,Egypt Today | Prime Minister Mostafa Madbouly witnessed ...,https://www.instagram.com/p/C_lUGBtI1GJ/?locale=de&hl=cs,Prime Minister Mostafa Madbouly witnessed on Friday the signing of five memoranda of understanding (MoUs) with Chinese companies to enhance ...
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,instagram.com,Instagram,https://www.instagram.com/p/CzaFRCOxCYa/,"A message from our friend in #Gaza, Zaher. ""The people here wish to live with dignity and freedom. They wish for their children safety, security ..."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,instagram.com,Singapore Embassy in Cairo (@sg.embassy.cairo),https://www.instagram.com/sg.embassy.cairo/,"Welcome to the official Instagram account of the Singapore Embassy in Cairo, Egypt! 40 Adnan Omar Sedky Street, Cairo, Egypt. www.mfa.gov.sg/cairo."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,instagram.com,People's Daily | #China has provided a batch of cash assistance ...,https://www.instagram.com/peoples_daily/p/C4wfj4vsqx5/,"Chinese aid of rice will arrive at Egypt's Port Said on March 28 and then be transported to the Strip through the Rafah crossing, according to the embassy. more."
China,Consulate,Portsaid,Egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,https://www.embassypages.com/china-consulate-portsaid-egypt,China Consulate to Egypt in Portsaid,nan,nan,nan,nan,nan,instagram.com,SceneBuzz: PORT SAID IS BUILDING A MALL THAT'S ALL ...,https://www.instagram.com/cairoscene/p/CQgkUMDtWGb/,"Port Said is building a mall dedicated entirely to thrifting - the first of its kind in Egypt. Set to house 514 shops for second-hand clothing, ..."
China,Consulate,Siemreap,Cambodia,https://www.embassypages.com/china-consulate-siemreap-cambodia,https://www.embassypages.com/china-consulate-siemreap-cambodia,China Consulate to Cambodia in Siemreap,nan,ChineseEmbassyCambodia,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,Chinese Embassy in Cambodia-中华人民共和国驻柬埔寨 ...,https://www.facebook.com/ChineseEmbassyCambodia/,Chinese Embassy in Cambodia- 中华人民共和国驻柬埔寨王国大使馆. 71K likes. 󱞋. 83K followers.
China,Consulate,Siemreap,Cambodia,https://www.embassypages.com/china-consulate-siemreap-cambodia,https://www.embassypages.com/china-consulate-siemreap-cambodia,China Consulate to Cambodia in Siemreap,nan,ChineseEmbassyCambodia,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,Khmer Times's post,https://www.facebook.com/100070797681384/posts/563539929349258/,"'Beautiful Cambodia, Beautiful China' photo exhibition kicks off in Siem Reap - Khmer Times. The China International Communications Group (CI..."
China,Consulate,Siemreap,Cambodia,https://www.embassypages.com/china-consulate-siemreap-cambodia,https://www.embassypages.com/china-consulate-siemreap-cambodia,China Consulate to Cambodia in Siemreap,nan,ChineseEmbassyCambodia,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,‏‎Wang Wenbin Chinese Ambassador to the Kingdom of ...,https://www.facebook.com/photo.php?fbid=873932061213776&set=a.395332999073687&type=3&locale=ps_AF,Heartiest congratulations on your appointment as the new Ambassador to the Kingdom of Cambodia! ۳ میاشتې.
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,Chinese Embassy in Cambodia-中华人民共和国驻柬埔寨 ...,https://www.facebook.com/ChineseEmbassyCambodia/?locale=lv_LV,"Chinese Embassy in Cambodia-中华人民共和国驻柬埔寨王国大使馆, រាជធានី​ភ្នំពេញ. 71 697 cilvēkiem patīk · 302 runā par šo · Šeit ir bijuši 19 779."
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,China will open a consulate in... - Beautiful Shandong,https://www.facebook.com/ShandongprovinceChina/posts/china-will-open-a-consulate-in-sihanoukville-while-cambodia-will-set-up-a-consul/1569141476582285/,"China will open a consulate in Sihanoukville, while Cambodia will set up a consulate general in Jinan, the capital city of #Shandong ..."
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,Connecting the Cambodian capital of Phnom Penh to the ...,https://www.facebook.com/ChineseEmbassyCambodia/videos/connecting-the-cambodian-capital-of-phnom-penh-to-the-international-deep-sea-por/1071877020168512/,"Connecting the Cambodian capital of Phnom Penh to the international deep-sea port province of Preah Sihanouk, the Chinese-invested Phnom..."
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,Chinese Embassy in Cambodia-中华人民共和国驻柬埔寨 ...,https://www.facebook.com/ChineseEmbassyCambodia/?locale=en_GB,"Chinese Embassy in Cambodia ... Sihanoukville co- hosted by Chinese and Cambodian organizations attracted around 1,400 participants."
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,"Khmer Times - Cambodia, China to open consulates in...",https://www.facebook.com/khmertimes/posts/cambodia-china-to-open-consulates-in-sihanoukville-and-jinan/3042061219353819/?locale=hi_IN,"Cambodia, China to open consulates in Sihanoukville and Jinan."
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,"Khmer Times - Cambodia, China to open consulates in...",https://www.facebook.com/khmertimes/posts/cambodia-china-to-open-consulates-in-sihanoukville-and-jinan/3042061219353819/,"Cambodia, China to open consulates in Sihanoukville and Jinan."
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,facebook.com,Two Chinese warships have docked at a commercial port in ...,https://www.facebook.com/Canal.Macau/videos/two-chinese-warships-have-docked-at-a-commercial-port-in-cambodia-ahead-of-joint/1013584690193968/,... Cambodia ahead of joint naval exercises between the two countries. China's ambassador to Cambodia told reporters in Sihanoukville that the ...
China,Consulate,Sihanoukville,Cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,https://www.embassypages.com/china-consulate-sihanoukville-cambodia,China Consulate to Cambodia in Sihanoukville,nan,nan,nan,nan,http://kh.china-embassy.gov.cn/,youtube.com,Chinese Ambassador to Cambodia Confirms China Has No ...,https://www.youtube.com/watch?v=wV-WehsBEzI,EACNews #EACNewsខេមរភាសា #Breakingnews #HotNews Chinese Ambassador to Cambodia Confirms China Has No Intention to Rule Other Countries ...
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,facebook.com,Consulate-General of China in Adelaide,https://www.facebook.com/cgcadelaide/,"Li Dong, the Consul-General of the People's Republic of China in Adelaide,together with The Premier of South Australia, Mr. Peter Malinauskas, jointly ..."
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,facebook.com,Consulate-General of China in Adelaide,https://www.facebook.com/cgcadelaide/?locale=eo_EO,"The ceremony of the 2024 ""Chinese Film Week"" in Australia was held on the 19th in Adelaide, South Australia. During this film week, 8 Chinese films, ..."
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,facebook.com,Consulate-General of China in Adelaide,https://www.facebook.com/cgcadelaide/?locale=zh_CN,"Li Dong, the Consul-General of the People's Republic of China in Adelaide,together with The Premier of South Australia, Mr. Peter Malinauskas, jointly ..."
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,youtube.com,Heavily fortified Chinese Consulate opens in small Australian ...,https://www.youtube.com/watch?v=fSJVYcFm7k4,Locals living near a newly opened Chinese Consulate in suburban Adelaide are concerned how the highly secure fortress will change their ...
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,facebook.com,Consulate-General of China in Adelaide,https://www.facebook.com/cgcadelaide/?locale=ps_AF,"On the grasslands of Ulanqab, Inner Mongolia, stand the remnants of ancient volcanoes. From a distance, these volcanoes rise majestically, their silhouettes ..."
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,youtube.com,New Chinese consulate in Adelaide opens with angry protest ...,https://www.youtube.com/watch?v=S4bvuRuMQvw,New Chinese consulate in Adelaide opens with angry protest | ABC News · ABC News (Australia) · Heavily fortified Chinese Consulate opens in small ...
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,tiktok.com,"On October 1st, the Chinese Consulate General in Adelaide ...",https://www.tiktok.com/@speakchinesewithshelby/video/7421405885693463816,"On October 1st, the Chinese Consulate General in Adelaide, in collaboration with the South Australian Government, hosted a reception to ..."
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,x.com,Chinese Consulate General in Sydney,https://x.com/ChinaConSydney/status/1802272151581429883,Premier Li Qiang said on Sunday that China will loan a new pair of giant pandas to #Australia to continue with the cooperative research on ...
China,Consulategeneral,Adelaide,Australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,https://www.embassypages.com/china-consulategeneral-adelaide-australia,China Consulategeneral to Australia in Adelaide,nan,nan,nan,nan,http://adelaide.china-consulate.gov.cn/,facebook.com,Consulate-General of China in Adelaide's post,https://www.facebook.com/story.php/?story_fbid=824971439685214&id=61550572577103,Chairman of the Board of Governors of the AmCham China: US business community need come to China themselves to better understand China.
China,Consulategeneral,Aden,Yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,China Consulategeneral to Yemen in Aden,nan,nan,nan,nan,nan,facebook.com,"U.S. Consulate General, Amsterdam",https://www.facebook.com/USConGenAmsterdam/photos/today-our-acting-deputy-chief-of-mission-joined-city-community-leaders-at-a-reme/362034459286181/,"Today, our Acting Deputy Chief of Mission joined city & community leaders at a Remembrance Day ceremony at the Nieuwe Ooster Cemetery in ..."
China,Consulategeneral,Aden,Yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,China Consulategeneral to Yemen in Aden,nan,nan,nan,nan,nan,facebook.com,Khaosod English - Medium-range ballistic missile fired...,https://www.facebook.com/KhaosodEnglish/posts/medium-range-ballistic-missile-fired-into-parade/2622206251131624/,"ADEN, Yemen — A rebel missile struck a military par... Willie ... They safely returned to the Chinese Consulate-General on Saturday afternoon."
China,Consulategeneral,Aden,Yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,China Consulategeneral to Yemen in Aden,nan,nan,nan,nan,nan,facebook.com,Akothee - Back to my hustle with captain Donaldson ...,https://www.facebook.com/photo.php?fbid=2143976989003243&id=630307880370169&set=a.631565126911111&locale=sl_SI,How The Brand Ambassador of Uganda Tourism Madam Esther Akoth Kokeyo HRP arrived at the Magical Kenya Expo. Uganda and kenya are excited to join forces in ...
China,Consulategeneral,Aden,Yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,https://www.embassypages.com/china-consulategeneral-aden-yemen,China Consulategeneral to Yemen in Aden,nan,nan,nan,nan,nan,instagram.com,Museum 1185 متحف (@museum1185),https://www.instagram.com/museum1185/?locale=%E8%B0%B7%E6%AD%8C%E8%AF%95%E7%AE%A1%E9%9C%B8%E5%B1%8F%E6%8E%A8%E5%B9%BF%E2%96%B2%E8%B0%B7%E6%AD%8C%E6%8E%A8%E5%B9%BF%E8%AE%A4%E8%AF%81seo8.vip%E2%96%BCpqqT&hl=en,"Vadm Lorentz Lu, Director General of the Armaments Office, Ministry of National Defense, Republic of China. It was dedicated to His Excellency Dr. Obaid Al ..."
